RegionName,City_State,Price
94509,Antioch (CA),575120.0497021702
93065,Simi Valley (CA),849848.959796953
95687,Vacaville (CA),595010.8700589793
11201,New York (NY),1220989.545244633
92882,Corona (CA),778323.1694609361
19124,Philadelphia (PA),158477.74461685
94558,Napa (CA),946936.2232447318
94538,Fremont (CA),1387053.0333678173
91766,Pomona (CA),654296.869727855
92805,Anaheim (CA),826612.1889856883
78254,San Antonio (TX),318565.4110776394
60641,Chicago (IL),367493.8727790653
33012,Hialeah (FL),393525.88905292976
60640,Chicago (IL),307437.20321012585
32218,Jacksonville (FL),307016.25013758574
33647,Tampa (FL),493595.0873851725
11210,New York (NY),867625.1716375398
2301,Brockton (MA),487847.54410257534
90026,Los Angeles (CA),1215452.099913492
32828,Orlando (FL),487219.8306379919
85326,Buckeye (AZ),380323.6796713724
92801,Anaheim (CA),835856.5001769029
11372,New York (NY),407359.9760047074
34711,Clermont (FL),443668.3789575989
95624,Elk Grove (CA),650843.3578225056
75067,Lewisville (TX),380882.0689421511
91402,Los Angeles (CA),709238.4370387653
11432,New York (NY),826454.7315433612
89115,Las Vegas (NV),321653.1395744575
10027,New York (NY),788989.2821840938
10472,New York (NY),618004.8722117128
77036,Houston (TX),176087.24867559725
19111,Philadelphia (PA),280968.7260180172
95123,San Jose (CA),1429440.434233806
92114,San Diego (CA),746296.6612515125
94541,Hayward (CA),848012.9760674983
23462,Virginia Beach (VA),309410.2471797519
20011,Washington (DC),677785.1102098799
32822,Orlando (FL),279175.1586837513
32765,Oviedo (FL),496013.27668095776
89121,Las Vegas (NV),352357.88650635147
11434,New York (NY),655532.3061698694
85204,Mesa (AZ),403669.8727535229
30022,Johns Creek (GA),671979.2552049971
33157,Miami (FL),611641.3832339287
43081,Westerville (OH),356741.5202809652
75243,Dallas (TX),288342.4239538233
89110,Las Vegas (NV),352275.81860522536
90037,Los Angeles (CA),672889.4584444701
11211,New York (NY),1080104.850379651
60628,Chicago (IL),139669.62520454347
32210,Jacksonville (FL),240788.4124867856
92407,San Bernardino (CA),543460.1631059033
10312,New York (NY),696418.8379826855
30318,Atlanta (GA),398912.2446230408
93906,Salinas (CA),684457.6588425548
60609,Chicago (IL),233897.5035324644
30058,Lithonia (GA),269956.7923839094
92703,Santa Ana (CA),788549.2862293975
30096,Duluth (GA),414208.5233668141
85301,Glendale (AZ),328695.966478599
42101,Bowling Green (KY),224614.0513697463
33033,Homestead (FL),441776.7089754669
98682,Vancouver (WA),502316.5488594336
21740,Hagerstown (MD),276316.9557199225
20878,Gaithersburg (MD),714893.5881389483
92404,San Bernardino (CA),476480.69376926223
19143,Philadelphia (PA),129856.2254508369
90022,East Los Angeles (CA),670057.6932571103
30135,Douglasville (GA),327899.807572567
85383,Peoria (AZ),663341.8796825481
91761,Ontario (CA),695281.367182765
91977,Spring Valley (CA),761996.9036668326
75043,Garland (TX),309439.0372797344
80219,Denver (CO),448558.8704019892
85308,Glendale (AZ),494097.0570126004
92630,Lake Forest (CA),1165808.5212179974
95758,Elk Grove (CA),593813.0918310094
77521,Baytown (TX),255236.75502016567
8753,Toms River (NJ),490094.6965946811
32244,Jacksonville (FL),272119.7834128484
20019,Washington (DC),390389.9772591451
90731,Los Angeles (CA),832220.9330543843
75040,Garland (TX),301740.79549725336
77072,Houston (TX),219584.00845470495
27406,Greensboro (NC),219346.09557566175
95206,Stockton (CA),436424.4233636018
60651,Chicago (IL),243950.4208165958
30062,Marietta (GA),546091.5479177246
91343,Los Angeles (CA),890850.0873172786
78249,San Antonio (TX),316723.69350594684
84404,Ogden (UT),419477.8936540414
92201,Indio (CA),478522.5805496275
28215,Charlotte (NC),349712.4067368959
92562,Murrieta (CA),687948.2577902952
77373,Spring (TX),253118.4462532622
77386,Spring (TX),369259.5290488346
10024,New York (NY),1442203.6866334165
32818,Orlando (FL),350851.3800373278
94806,Richmond (CA),626518.7377103573
75150,Mesquite (TX),277521.67927882745
92392,Victorville (CA),445533.2745507822
37128,Murfreesboro (TN),426401.42567327
22407,Fredericksburg (VA),438713.81488659634
92627,Costa Mesa (CA),1278219.260360981
96818,Honolulu (HI),566369.7614728943
94015,Daly City (CA),1249832.2046149755
89123,Las Vegas (NV),439053.31256447366
93309,Bakersfield (CA),338503.7756782418
33027,Miramar (FL),499677.8170818152
60619,Chicago (IL),162346.8337080529
10032,New York (NY),544743.3110315516
23456,Virginia Beach (VA),522222.1431664032
20874,Germantown (MD),424009.9112621632
92020,El Cajon (CA),836725.4302085978
93905,Salinas (CA),631083.4791147313
77396,Humble (TX),266791.7623182838
74012,Broken Arrow (OK),259873.84018156296
95127,San Jose (CA),1139656.1291590028
60638,Chicago (IL),296916.1054218669
85345,Peoria (AZ),379545.1511571351
77375,Tomball (TX),350084.7695209007
11216,New York (NY),996811.4814241529
89148,Las Vegas (NV),475373.45647362777
92115,San Diego (CA),865659.612076653
37129,Murfreesboro (TN),426992.1057612512
10701,Yonkers (NY),563969.5946879821
19149,Philadelphia (PA),223678.20196174437
10023,New York (NY),1380853.3254198383
37064,Franklin (TN),860802.4789122912
93313,Bakersfield (CA),403708.0122672874
92571,Perris (CA),521703.2319246488
30331,Atlanta (GA),296016.7241095959
78745,Austin (TX),481470.9878904197
30144,Kennesaw (GA),394937.0656906329
90019,Los Angeles (CA),1298925.9738822272
77077,Houston (TX),399186.0781794558
78253,San Antonio (TX),346206.1876144621
93291,Visalia (CA),413152.8367676206
30101,Acworth (GA),440200.2935929906
10033,New York (NY),576668.3152632843
75227,Dallas (TX),239667.4755697072
11238,New York (NY),1096749.9634532835
37130,Murfreesboro (TN),359559.66624939576
20147,Ashburn (VA),739405.8597324783
75071,McKinney (TX),539565.64115443
95051,Santa Clara (CA),1868787.132144689
11435,New York (NY),529624.6457707142
10460,New York (NY),401125.1283660429
77406,Richmond (TX),425378.3060698174
32825,Orlando (FL),398586.2196232684
92530,Lake Elsinore (CA),556446.1006991755
95111,San Jose (CA),1113845.8308300965
94122,San Francisco (CA),1499896.181480611
95355,Modesto (CA),494665.290535172
10031,New York (NY),508973.1538702951
78251,San Antonio (TX),276559.67697560985
19134,Philadelphia (PA),107481.8655478446
30083,Stone Mountain (GA),274731.4426161738
79924,El Paso (TX),183649.7929160987
60505,Aurora (IL),221486.64836355104
80016,Aurora (CO),766251.7667217351
90004,Los Angeles (CA),1479094.671183231
37040,Clarksville (TN),294878.0022628272
98208,Everett (WA),769745.8717958085
94087,Sunnyvale (CA),2774788.146100685
11225,New York (NY),924496.260060151
92027,Escondido (CA),790570.1173680288
22192,Woodbridge (VA),503451.7597480628
10128,New York (NY),1109660.1477093017
10473,New York (NY),516678.39124732855
32771,Sanford (FL),376631.2090365864
76137,Fort Worth (TX),332937.9395779011
53215,Milwaukee (WI),197908.21129831116
92570,Perris (CA),554777.0825588937
90042,Los Angeles (CA),1017531.7003929284
92507,Riverside (CA),598031.6708669428
77015,Houston (TX),213912.61550716744
30066,Marietta (GA),447909.1267973626
80504,Longmont (CO),596392.8454906408
92584,Menifee (CA),626236.5686374559
77070,Houston (TX),303382.85521013045
60016,Des Plaines (IL),291791.57786694943
55106,Saint Paul (MN),256615.647773327
22030,Fairfax (VA),776324.0029246733
80634,Greeley (CO),454226.6935697028
30016,Covington (GA),294816.020005704
80525,Fort Collins (CO),576785.9241701722
10009,New York (NY),914585.0420378748
33511,Brandon (FL),377150.3124792737
28314,Fayetteville (NC),218113.3536638897
80631,Greeley (CO),373109.4861359042
78753,Austin (TX),387332.1698905879
78228,San Antonio (TX),189654.8519485533
78250,San Antonio (TX),256532.2104861705
76010,Arlington (TX),245476.9103474821
33065,Coral Springs (FL),369275.4121846368
2169,Quincy (MA),616512.6642213432
23454,Virginia Beach (VA),431708.56256267446
23452,Virginia Beach (VA),359489.4808026119
85705,Tucson (AZ),263034.49525554565
91732,El Monte (CA),745079.1673750243
33177,Miami (FL),553000.4424995076
78240,San Antonio (TX),278929.73338087887
92780,Tustin (CA),1077538.6247262403
97301,Salem (OR),364517.0486348501
75149,Mesquite (TX),257049.11519351843
95670,Rancho Cordova (CA),496742.4606253549
85706,Tucson (AZ),260180.7297607425
95112,San Jose (CA),1085360.3832706686
94591,Vallejo (CA),622555.4836683013
77082,Houston (TX),267377.2226218364
30518,Buford (GA),468519.1000767948
33032,Homestead (FL),471324.5923950944
90006,Los Angeles (CA),809388.2978940628
2124,Boston (MA),650917.9254454941
75072,McKinney (TX),566732.8843935062
75070,McKinney (TX),522169.3630432079
48044,Macomb (MI),389791.213740793
27603,Raleigh (NC),417931.13498143054
32703,Apopka (FL),365307.025594664
31088,Warner Robins (GA),224321.80437330305
32246,Jacksonville (FL),334734.8622037587
48228,Detroit (MI),63478.99669100163
92130,San Diego (CA),2120885.0878817053
93030,Oxnard (CA),768128.971512528
92707,Santa Ana (CA),788679.202705585
90066,Los Angeles (CA),1731187.696257735
91764,Ontario (CA),621082.3711065579
27519,Cary (NC),721368.1484288564
89052,Henderson (NV),592910.429114337
95125,San Jose (CA),1870439.8520581936
33064,Pompano Beach (FL),373470.9150092087
89129,Las Vegas (NV),443364.8261997209
99208,Spokane (WA),451150.5060833774
28025,Concord (NC),339880.18478328566
93458,Santa Maria (CA),568923.9545003303
92504,Riverside (CA),597308.931835265
6511,New Haven (CT),328976.47512371815
60630,Chicago (IL),369195.7510887191
93063,Simi Valley (CA),843241.2257916421
32256,Jacksonville (FL),359017.45200906735
77044,Houston (TX),290887.33539543994
90813,Long Beach (CA),585703.7238515901
30263,Newnan (GA),335078.9244088949
75007,Carrollton (TX),423179.3558366119
45044,Middletown (OH),235047.83386884572
90744,Los Angeles (CA),684740.9464831677
20020,Washington (DC),399942.0381751435
94109,San Francisco (CA),971869.8258579754
92129,San Diego (CA),1443181.854293781
11354,New York (NY),614273.0903989766
91786,Upland (CA),713739.5101439687
91762,Ontario (CA),678783.3197789007
92056,Oceanside (CA),882209.2622150729
33312,Fort Lauderdale (FL),488716.7073223572
91406,Los Angeles (CA),881369.8859464051
95376,Tracy (CA),637637.2839311131
92544,Hemet (CA),452658.3057644951
92057,Oceanside (CA),809233.2241001258
19702,Newark (DE),339968.18908385024
93551,Palmdale (CA),597071.7231978942
27616,Raleigh (NC),375014.3127549473
89147,Las Vegas (NV),416577.8891192614
80012,Aurora (CO),441349.7616530772
90745,Carson (CA),776806.1019840619
30075,Roswell (GA),697000.3177573337
10306,New York (NY),688216.864696196
91913,Chula Vista (CA),925442.0455616649
84041,Layton (UT),473431.6883368495
43229,Columbus (OH),266299.0657644448
91344,Los Angeles (CA),998322.6777418824
77581,Pearland (TX),369655.290539093
80229,Thornton (CO),445916.5887931329
22204,Arlington (VA),612946.4188468289
90002,Los Angeles (CA),585565.7470800262
31419,Savannah (GA),306256.6038331364
33578,Riverview (FL),360703.137408826
33458,Jupiter (FL),635915.246915087
97124,Hillsboro (OR),560800.9305795971
45013,Hamilton (OH),246245.46607907125
7104,Newark (NJ),473239.41670749965
93312,Bakersfield (CA),451719.177893783
77088,Houston (TX),226068.79296464348
10003,New York (NY),1287310.557052209
7105,Newark (NJ),559523.2718840848
75025,Plano (TX),595412.2757942438
95122,San Jose (CA),1043488.3307257254
60622,Chicago (IL),562611.3923216005
89117,Las Vegas (NV),474887.5819221575
48103,Ann Arbor (MI),510039.7396930861
95350,Modesto (CA),428023.7033921909
27410,Greensboro (NC),356468.1168561698
92840,Garden Grove (CA),929278.476848098
72764,Springdale (AR),293804.8450884
37421,Chattanooga (TN),353175.911679099
93277,Visalia (CA),361498.9811055244
75216,Dallas (TX),185479.4329927914
32225,Jacksonville (FL),382989.6272456856
21215,Baltimore (MD),161093.9947376419
33467,Lake Worth Beach (FL),511032.7817370498
97402,Eugene (OR),396169.4386075558
32824,Orlando (FL),415477.0180716042
60004,Arlington Heights (IL),442911.0574888866
93003,Ventura (CA),895380.8030767296
55901,Rochester (MN),309539.1627321903
92557,Moreno Valley (CA),564224.3763350778
91304,Los Angeles (CA),957367.1611582594
77498,Sugar Land (TX),335551.5884904666
19382,West Chester (PA),635424.8840393544
73013,Edmond (OK),319077.2628192194
6810,Danbury (CT),436869.3415005629
48126,Dearborn (MI),213942.2643028469
77388,Spring (TX),306533.6067031092
91801,Alhambra (CA),906555.1070947722
77089,Houston (TX),277220.778070231
20902,Silver Spring (MD),546725.3734362025
94539,Fremont (CA),2260926.9957228308
23223,Henrico (VA),276009.9993012002
91405,Los Angeles (CA),844959.2918913752
21061,Glen Burnie (MD),360059.8390924575
90221,Compton (CA),620075.8638069333
90047,Los Angeles (CA),709753.8582232706
92117,San Diego (CA),1121497.0560113697
11420,New York (NY),693827.2912609954
36117,Montgomery (AL),246620.64393176063
19140,Philadelphia (PA),87291.83494991656
91605,Los Angeles (CA),856494.0767992577
90063,East Los Angeles (CA),682256.306941463
33125,Miami (FL),474735.84003407584
96816,Honolulu (HI),1290971.5305301473
23666,Hampton (VA),282263.32420847035
96819,Honolulu (HI),1044170.5076881148
33176,Miami (FL),612450.2945231482
89074,Henderson (NV),464249.0187055429
20904,Silver Spring (MD),580388.0419214667
95207,Stockton (CA),424775.4735225415
92833,Fullerton (CA),957682.3228712948
92505,Riverside (CA),620350.1052462516
98105,Seattle (WA),1194628.6252039915
33018,Hialeah (FL),540810.0329953494
21206,Baltimore (MD),212336.57712099512
97206,Portland (OR),474991.59710111935
30080,Smyrna (GA),460615.90726550686
89030,North Las Vegas (NV),292069.6607324272
60120,Elgin (IL),268264.90293157403
29464,Mount Pleasant (SC),864812.8606306479
92626,Costa Mesa (CA),1349621.8965937367
20148,Ashburn (VA),875058.771687746
48187,Canton (MI),377072.98940130585
94601,Oakland (CA),633440.576630455
10451,New York (NY),320981.2927179526
85234,Gilbert (AZ),570653.314896802
76133,Fort Worth (TX),277063.5818247835
80011,Aurora (CO),436474.5860806219
60626,Chicago (IL),223323.73376537065
18102,Allentown (PA),191193.44456943343
96817,Honolulu (HI),845021.1943231365
1841,Lawrence (MA),433915.03847219
84119,West Valley City (UT),428086.7050917788
90034,Los Angeles (CA),1447361.4644272905
75287,Dallas (TX),481230.7257258636
98115,Seattle (WA),1074766.6663729527
94550,Livermore (CA),1313769.6505421617
95757,Elk Grove (CA),728241.2305747817
95116,San Jose (CA),981697.6904162576
33612,Tampa (FL),298275.4815461856
98023,Federal Way (WA),622897.4865814517
85710,Tucson (AZ),309645.21157735377
19711,Newark (DE),401923.9757910485
89103,Las Vegas (NV),278971.4704699865
27405,Greensboro (NC),210571.68319974103
60613,Chicago (IL),298657.7925375153
10016,New York (NY),906698.250209196
20009,Washington (DC),597263.2323781583
60506,Aurora (IL),277937.16775271413
76119,Fort Worth (TX),202103.9996672791
79907,El Paso (TX),168730.3133080889
32792,Winter Park (FL),409162.62010930176
30519,Buford (GA),477358.4722975556
89131,Las Vegas (NV),524732.5840627969
95124,San Jose (CA),1956493.5928730776
98103,Seattle (WA),955060.8378096198
20850,Rockville (MD),704607.3459848529
10461,New York (NY),662970.5998360764
60649,Chicago (IL),138441.09851131527
98270,Marysville (WA),626447.7514415579
92701,Santa Ana (CA),667422.7825978567
95351,Modesto (CA),376511.5934449693
78758,Austin (TX),425638.70813901536
78247,San Antonio (TX),295099.0048446998
89119,Las Vegas (NV),284971.0339697378
92113,San Diego (CA),654604.7316051563
90018,Los Angeles (CA),891217.2615562254
10459,New York (NY),423336.6722280166
28205,Charlotte (NC),471942.9571216178
75074,Plano (TX),400976.0658301343
78207,San Antonio (TX),126463.47713854596
27407,Greensboro (NC),240997.07095234783
19148,Philadelphia (PA),254261.95059993255
94577,San Leandro (CA),884664.4491239163
78704,Austin (TX),834100.3782642487
92025,Escondido (CA),863446.3060541734
92026,Escondido (CA),840571.6739044708
33415,West Palm Beach (FL),296828.27972545166
19104,Philadelphia (PA),210895.3277999371
85207,Mesa (AZ),563876.6113049326
92084,Vista (CA),920096.4680710696
92879,Corona (CA),690423.3406430797
10011,New York (NY),1433505.317435665
91767,Pomona (CA),665547.8916076146
60616,Chicago (IL),301648.7217289188
80538,Loveland (CO),510096.8725281565
20110,Manassas (VA),489837.4210442264
60435,Joliet (IL),247604.6257396975
76116,Fort Worth (TX),302048.6722880499
20171,Herndon (VA),792242.7732175817
33021,Hollywood (FL),475439.4754149152
89122,Las Vegas (NV),353118.36824650486
78223,San Antonio (TX),199883.8138853681
92111,San Diego (CA),993541.886402172
27265,High Point (NC),294893.1931824133
78748,Austin (TX),458632.56271679554
22304,Alexandria (VA),442026.0268728407
93720,Fresno (CA),491814.9174610964
27606,Raleigh (NC),446786.97658516414
37043,Clarksville (TN),383051.5941388938
92843,Garden Grove (CA),912712.000541886
20176,Leesburg (VA),796728.184355399
19380,West Chester (PA),601882.324256393
63031,Florissant (MO),166629.16672019928
32303,Tallahassee (FL),237474.86181789837
97504,Medford (OR),436796.128712074
53711,Madison (WI),469684.3816024997
85201,Mesa (AZ),373425.1969721853
92127,San Diego (CA),1658349.486876905
92078,San Marcos (CA),1065100.8773786484
60643,Chicago (IL),214362.698010581
77040,Houston (TX),274915.6046590575
90620,Buena Park (CA),917415.5553691344
36695,Mobile (AL),273099.6476675601
97007,Beaverton (OR),622942.6611414509
6606,Bridgeport (CT),347564.16097200965
77064,Houston (TX),277674.3732108553
95240,Lodi (CA),474165.9869432395
98003,Federal Way (WA),556225.5056464188
90046,Los Angeles (CA),1591710.915933119
21224,Baltimore (MD),234427.8005540844
72034,Conway (AR),264822.6796740137
92691,Mission Viejo (CA),1183609.272375889
93311,Bakersfield (CA),465057.8066548752
93304,Bakersfield (CA),287848.4556246698
85379,Surprise (AZ),443563.63110805285
11205,New York (NY),872754.6700979429
89032,North Las Vegas (NV),385737.9257589966
95136,San Jose (CA),1448924.4343190454
94086,Sunnyvale (CA),1968062.2167872116
72701,Fayetteville (AR),370281.3599913029
28216,Charlotte (NC),330647.939061718
30064,Marietta (GA),494588.1641974786
38305,Jackson (TN),269661.0543952699
33615,Town 'n' Country (FL),368614.2778314291
95336,Manteca (CA),551804.8924976002
32304,Tallahassee (FL),165063.74996616246
30097,Duluth (GA),723775.1898388731
80233,Thornton (CO),486970.3566155385
11419,New York (NY),704629.9625097137
95148,San Jose (CA),1558251.175802839
32712,Apopka (FL),441246.7817863021
98661,Vancouver (WA),458053.5786369252
48185,Westland (MI),216048.4402058175
23455,Virginia Beach (VA),434573.7953556939
18104,Allentown (PA),360891.7709253246
23188,Williamsburg (VA),451459.2207670046
80239,Denver (CO),455762.3398495112
29223,Columbia (SC),217082.7085219544
75006,Carrollton (TX),364440.39857128606
92128,San Diego (CA),1056718.8159948944
53209,Milwaukee (WI),148384.6114066058
27513,Cary (NC),576670.5330845261
91306,Los Angeles (CA),852179.2495508908
32837,Orlando (FL),420777.9641876135
93619,Clovis (CA),614196.8608341705
97501,Medford (OR),361650.8100655375
33193,Miami (FL),464284.66974511294
78744,Austin (TX),375306.2809468026
90220,Compton (CA),613577.697294701
75033,Frisco (TX),706544.2817152821
43232,Columbus (OH),208656.97658935364
84120,West Valley City (UT),454749.6787173543
32162,The Villages (FL),394708.6951842543
80918,Colorado Springs (CO),446505.1545244092
1902,Lynn (MA),505410.8932501142
94014,Daly City (CA),1066571.769636035
30039,Snellville (GA),355255.6708081488
40214,Louisville (KY),197639.95688379268
32164,Palm Coast (FL),339866.1040207122
68516,Lincoln (NE),368655.8632794845
77099,Houston (TX),229703.6300700585
28210,Charlotte (NC),542529.8988910475
85295,Gilbert (AZ),566544.9216127308
84081,West Jordan (UT),563221.8917299645
92009,Carlsbad (CA),1610128.979683817
60645,Chicago (IL),263641.76595718384
11237,New York (NY),813023.4902017828
97401,Eugene (OR),513433.5226747335
98034,Kirkland (WA),1056216.4946034052
23185,Williamsburg (VA),435555.5466093345
60644,Chicago (IL),189055.18034752004
32835,Orlando (FL),320302.70685448585
33126,Miami (FL),323904.92437820253
11224,New York (NY),534889.7913013691
60637,Chicago (IL),209169.08883441845
53704,Madison (WI),337669.91576958733
92374,Redlands (CA),580021.4655918843
60586,Plainfield (IL),362940.7058052207
95060,Santa Cruz (CA),1401305.0457635017
18103,Allentown (PA),281421.71405380504
11374,New York (NY),411116.04513312783
21218,Baltimore (MD),186279.34054654083
33324,Plantation (FL),389700.7898409106
92104,San Diego (CA),993562.3269044984
97405,Eugene (OR),531211.789610905
33016,Hialeah (FL),316731.84484608966
94551,Livermore (CA),1082555.974319272
92122,San Diego (CA),1140217.047286244
32608,Gainesville (FL),338198.47051765025
19144,Philadelphia (PA),180620.2277364542
90065,Los Angeles (CA),1125077.1300925491
75044,Garland (TX),361570.7445605386
74133,Tulsa (OK),288586.4466371851
30157,Dallas (GA),329523.2622169577
11228,New York (NY),1126588.6209387754
92692,Mission Viejo (CA),1197705.291646145
94605,Oakland (CA),747759.2088984415
90023,Los Angeles (CA),652301.1624567392
85296,Gilbert (AZ),562266.2709426995
77338,Humble (TX),244379.64482777924
10465,New York (NY),636627.8926198652
96822,Honolulu (HI),687763.4345373362
27604,Raleigh (NC),357783.59450120054
60123,Elgin (IL),278877.7644458433
30032,Decatur (GA),276119.55768461776
97123,Hillsboro (OR),550871.7221403179
32738,Deltona (FL),314791.9515546334
90057,Los Angeles (CA),573791.0362164039
93036,Oxnard (CA),772595.9234036558
75093,Plano (TX),763110.4607292297
85212,Mesa (AZ),572304.4571750085
21043,Ellicott City (MD),625190.0524063488
75023,Plano (TX),449592.5961347141
29229,Columbia (SC),262124.86849177544
77093,Houston (TX),176651.89200934686
